owner,repo,issue_id,id,node_id,url,actor_id,event,commit_id,created_at,label_name,label_color,performed_via_github_app,rename_from,rename_to,review_requester_id,requested_reviewer_id,assignee_id,assigner_id,events_url,commit_url
arjunattam,vscode-chat,355490509,1821301212,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50MTgyMTMwMTIxMg==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1821301212,284612,head_ref_force_pushed,NA,2018-08-31T19:08:11Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/70/events,NA
arjunattam,vscode-chat,355490509,1823867006,MDE1OlJlZmVyZW5jZWRFdmVudDE4MjM4NjcwMDY=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1823867006,284612,referenced,af1d75999f8ec1a3d2632ce7bb0a1744e82201ed,2018-09-03T17:05:38Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/70/events,https://api.github.com/repos/arjunattam/vscode-chat/commits/af1d75999f8ec1a3d2632ce7bb0a1744e82201ed
arjunattam,vscode-chat,355490509,1823867007,MDExOk1lcmdlZEV2ZW50MTgyMzg2NzAwNw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1823867007,284612,merged,af1d75999f8ec1a3d2632ce7bb0a1744e82201ed,2018-09-03T17:05:38Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/70/events,https://api.github.com/repos/arjunattam/vscode-chat/commits/af1d75999f8ec1a3d2632ce7bb0a1744e82201ed
arjunattam,vscode-chat,355490509,1823867009,MDExOkNsb3NlZEV2ZW50MTgyMzg2NzAwOQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1823867009,284612,closed,NA,2018-09-03T17:05:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/70/events,NA
arjunattam,vscode-chat,355490509,1823867097,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQxODIzODY3MDk3,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1823867097,284612,head_ref_deleted,NA,2018-09-03T17:05:44Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/70/events,NA
arjunattam,vscode-chat,355435841,1894699772,MDExOkNsb3NlZEV2ZW50MTg5NDY5OTc3Mg==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1894699772,284612,closed,NA,2018-10-10T07:23:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/69/events,NA
arjunattam,vscode-chat,355386167,1893102203,MDE3OlJlbmFtZWRUaXRsZUV2ZW50MTg5MzEwMjIwMw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1893102203,284612,renamed,NA,2018-10-09T15:01:21Z,NA,NA,NA,[vscode] Add new chat provider (Telegram),[vscode] Add new chat provider: Telegram,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/68/events,NA
arjunattam,vscode-chat,355386167,2532211767,MDEyOkxhYmVsZWRFdmVudDI1MzIyMTE3Njc=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2532211767,284612,labeled,NA,2019-08-05T03:29:32Z,chat-provider,d876e3,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/68/events,NA
arjunattam,vscode-chat,355107294,1815404371,MDE0Ok1lbnRpb25lZEV2ZW50MTgxNTQwNDM3MQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1815404371,25774969,mentioned,NA,2018-08-29T11:37:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/67/events,NA
arjunattam,vscode-chat,355107294,1815404373,MDE1OlN1YnNjcmliZWRFdmVudDE4MTU0MDQzNzM=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1815404373,25774969,subscribed,NA,2018-08-29T11:37:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/67/events,NA
arjunattam,vscode-chat,355107294,1873130664,MDExOkNsb3NlZEV2ZW50MTg3MzEzMDY2NA==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1873130664,284612,closed,NA,2018-09-28T09:59:07Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/67/events,NA
arjunattam,vscode-chat,355012552,1815294839,MDExOkNsb3NlZEV2ZW50MTgxNTI5NDgzOQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1815294839,284612,closed,NA,2018-08-29T10:37:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/66/events,NA
arjunattam,vscode-chat,354972252,1820393727,MDE0Ok1lbnRpb25lZEV2ZW50MTgyMDM5MzcyNw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1820393727,37203104,mentioned,NA,2018-08-31T11:44:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/65/events,NA
arjunattam,vscode-chat,354972252,1820393728,MDE1OlN1YnNjcmliZWRFdmVudDE4MjAzOTM3Mjg=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1820393728,37203104,subscribed,NA,2018-08-31T11:44:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/65/events,NA
arjunattam,vscode-chat,354972252,1820393729,MDE0Ok1lbnRpb25lZEV2ZW50MTgyMDM5MzcyOQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1820393729,40105485,mentioned,NA,2018-08-31T11:44:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/65/events,NA
arjunattam,vscode-chat,354972252,1820393730,MDE1OlN1YnNjcmliZWRFdmVudDE4MjAzOTM3MzA=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1820393730,40105485,subscribed,NA,2018-08-31T11:44:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/65/events,NA
arjunattam,vscode-chat,354972252,1894693287,MDExOkNsb3NlZEV2ZW50MTg5NDY5MzI4Nw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1894693287,284612,closed,NA,2018-10-10T07:20:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/65/events,NA
arjunattam,vscode-chat,354565083,2532196930,MDExOkNsb3NlZEV2ZW50MjUzMjE5NjkzMA==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2532196930,284612,closed,NA,2019-08-05T03:15:35Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/64/events,NA
arjunattam,vscode-chat,354392703,1811175382,MDE0Ok1lbnRpb25lZEV2ZW50MTgxMTE3NTM4Mg==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1811175382,941331,mentioned,NA,2018-08-27T17:42:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/63/events,NA
arjunattam,vscode-chat,354392703,1811175385,MDE1OlN1YnNjcmliZWRFdmVudDE4MTExNzUzODU=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1811175385,941331,subscribed,NA,2018-08-27T17:42:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/63/events,NA
arjunattam,vscode-chat,354392703,1812076194,MDE0Ok1lbnRpb25lZEV2ZW50MTgxMjA3NjE5NA==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1812076194,941331,mentioned,NA,2018-08-28T03:57:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/63/events,NA
arjunattam,vscode-chat,354392703,1812076195,MDE1OlN1YnNjcmliZWRFdmVudDE4MTIwNzYxOTU=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1812076195,941331,subscribed,NA,2018-08-28T03:57:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/63/events,NA
arjunattam,vscode-chat,354392703,2532212605,MDE0Ok1lbnRpb25lZEV2ZW50MjUzMjIxMjYwNQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2532212605,941331,mentioned,NA,2019-08-05T03:30:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/63/events,NA
arjunattam,vscode-chat,354392703,2532212606,MDE1OlN1YnNjcmliZWRFdmVudDI1MzIyMTI2MDY=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2532212606,941331,subscribed,NA,2019-08-05T03:30:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/63/events,NA
arjunattam,vscode-chat,354392703,2532212746,MDEyOkxhYmVsZWRFdmVudDI1MzIyMTI3NDY=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2532212746,284612,labeled,NA,2019-08-05T03:30:28Z,help wanted,008672,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/63/events,NA
arjunattam,vscode-chat,354385540,1811186033,MDEyOkxhYmVsZWRFdmVudDE4MTExODYwMzM=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1811186033,284612,labeled,NA,2018-08-27T17:47:28Z,feature: unreads,e4e669,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/62/events,NA
arjunattam,vscode-chat,354385540,1815925256,MDE0Ok1lbnRpb25lZEV2ZW50MTgxNTkyNTI1Ng==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1815925256,941331,mentioned,NA,2018-08-29T15:08:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/62/events,NA
arjunattam,vscode-chat,354385540,1815925257,MDE1OlN1YnNjcmliZWRFdmVudDE4MTU5MjUyNTc=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1815925257,941331,subscribed,NA,2018-08-29T15:08:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/62/events,NA
arjunattam,vscode-chat,354385540,1825814167,MDExOkNsb3NlZEV2ZW50MTgyNTgxNDE2Nw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1825814167,284612,closed,NA,2018-09-04T16:51:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/62/events,NA
arjunattam,vscode-chat,354025948,1809078882,MDE0Ok1lbnRpb25lZEV2ZW50MTgwOTA3ODg4Mg==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1809078882,30610099,mentioned,NA,2018-08-25T17:52:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/61/events,NA
arjunattam,vscode-chat,354025948,1809078883,MDE1OlN1YnNjcmliZWRFdmVudDE4MDkwNzg4ODM=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1809078883,30610099,subscribed,NA,2018-08-25T17:52:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/61/events,NA
arjunattam,vscode-chat,354025948,1894693136,MDExOkNsb3NlZEV2ZW50MTg5NDY5MzEzNg==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1894693136,284612,closed,NA,2018-10-10T07:20:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/61/events,NA
arjunattam,vscode-chat,354023145,1809041934,MDEyOkxhYmVsZWRFdmVudDE4MDkwNDE5MzQ=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1809041934,284612,labeled,NA,2018-08-25T15:58:50Z,bug,d33056,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/60/events,NA
arjunattam,vscode-chat,354023145,1809042961,MDEyOkxhYmVsZWRFdmVudDE4MDkwNDI5NjE=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1809042961,284612,labeled,NA,2018-08-25T16:01:39Z,good first issue,7057ff,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/60/events,NA
arjunattam,vscode-chat,354023145,1809046905,MDExOkNsb3NlZEV2ZW50MTgwOTA0NjkwNQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1809046905,284612,closed,6720d8b5a05d30ba9654a09b7ebf57f6502995ef,2018-08-25T16:13:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/60/events,https://api.github.com/repos/arjunattam/vscode-chat/commits/6720d8b5a05d30ba9654a09b7ebf57f6502995ef
arjunattam,vscode-chat,353672822,1807028987,MDE0Ok1lbnRpb25lZEV2ZW50MTgwNzAyODk4Nw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1807028987,29858109,mentioned,NA,2018-08-24T07:23:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/59/events,NA
arjunattam,vscode-chat,353672822,1807028988,MDE1OlN1YnNjcmliZWRFdmVudDE4MDcwMjg5ODg=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1807028988,29858109,subscribed,NA,2018-08-24T07:23:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/59/events,NA
arjunattam,vscode-chat,353672822,1894693015,MDExOkNsb3NlZEV2ZW50MTg5NDY5MzAxNQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1894693015,284612,closed,NA,2018-10-10T07:20:12Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/59/events,NA
arjunattam,vscode-chat,353561946,1806412243,MDExOkNsb3NlZEV2ZW50MTgwNjQxMjI0Mw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1806412243,4185784,closed,NA,2018-08-23T21:37:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/58/events,NA
arjunattam,vscode-chat,353561946,1806845480,MDE0Ok1lbnRpb25lZEV2ZW50MTgwNjg0NTQ4MA==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1806845480,4185784,mentioned,NA,2018-08-24T04:26:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/58/events,NA
arjunattam,vscode-chat,353561946,1806845482,MDE1OlN1YnNjcmliZWRFdmVudDE4MDY4NDU0ODI=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1806845482,4185784,subscribed,NA,2018-08-24T04:26:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/58/events,NA
arjunattam,vscode-chat,353480944,1821090331,MDExOkNsb3NlZEV2ZW50MTgyMTA5MDMzMQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1821090331,284612,closed,NA,2018-08-31T17:13:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/57/events,NA
arjunattam,vscode-chat,353412921,1805467038,MDE0Ok1lbnRpb25lZEV2ZW50MTgwNTQ2NzAzOA==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1805467038,7041888,mentioned,NA,2018-08-23T14:41:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/56/events,NA
arjunattam,vscode-chat,353412921,1805467039,MDE1OlN1YnNjcmliZWRFdmVudDE4MDU0NjcwMzk=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1805467039,7041888,subscribed,NA,2018-08-23T14:41:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/56/events,NA
arjunattam,vscode-chat,353412921,1894692888,MDExOkNsb3NlZEV2ZW50MTg5NDY5Mjg4OA==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1894692888,284612,closed,NA,2018-10-10T07:20:09Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/56/events,NA
arjunattam,vscode-chat,353345214,2305024449,MDExOk1lcmdlZEV2ZW50MjMwNTAyNDQ0OQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2305024449,284612,merged,3e8002cc463751e6134a1adf81770df6fa85cbad,2019-04-28T02:59:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/55/events,https://api.github.com/repos/arjunattam/vscode-chat/commits/3e8002cc463751e6134a1adf81770df6fa85cbad
arjunattam,vscode-chat,353345214,2305024451,MDExOkNsb3NlZEV2ZW50MjMwNTAyNDQ1MQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2305024451,284612,closed,NA,2019-04-28T02:59:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/55/events,NA
arjunattam,vscode-chat,353345214,2305093974,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQyMzA1MDkzOTc0,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/2305093974,284612,head_ref_deleted,NA,2019-04-28T06:43:26Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/55/events,NA
arjunattam,vscode-chat,353277083,1805046583,MDExOkNsb3NlZEV2ZW50MTgwNTA0NjU4Mw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1805046583,284612,closed,NA,2018-08-23T11:48:38Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/54/events,NA
arjunattam,vscode-chat,353277083,1829998759,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQxODI5OTk4NzU5,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1829998759,284612,head_ref_deleted,NA,2018-09-06T10:10:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/54/events,NA
arjunattam,vscode-chat,352973338,1802777286,MDE0Ok1lbnRpb25lZEV2ZW50MTgwMjc3NzI4Ng==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802777286,17561417,mentioned,NA,2018-08-22T14:17:59Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352973338,1802777288,MDE1OlN1YnNjcmliZWRFdmVudDE4MDI3NzcyODg=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802777288,17561417,subscribed,NA,2018-08-22T14:17:59Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352973338,1802780821,MDEyOkxhYmVsZWRFdmVudDE4MDI3ODA4MjE=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802780821,284612,labeled,NA,2018-08-22T14:19:15Z,bug,d73a4a,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352973338,1802966495,MDE0Ok1lbnRpb25lZEV2ZW50MTgwMjk2NjQ5NQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802966495,284612,mentioned,NA,2018-08-22T15:25:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352973338,1802966497,MDE1OlN1YnNjcmliZWRFdmVudDE4MDI5NjY0OTc=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802966497,284612,subscribed,NA,2018-08-22T15:25:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352973338,1811186220,MDEyOkxhYmVsZWRFdmVudDE4MTExODYyMjA=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1811186220,284612,labeled,NA,2018-08-27T17:47:33Z,feature: unreads,e4e669,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352973338,1825822076,MDE0Ok1lbnRpb25lZEV2ZW50MTgyNTgyMjA3Ng==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1825822076,17561417,mentioned,NA,2018-09-04T16:54:54Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352973338,1825822077,MDE1OlN1YnNjcmliZWRFdmVudDE4MjU4MjIwNzc=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1825822077,17561417,subscribed,NA,2018-09-04T16:54:54Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/53/events,NA
arjunattam,vscode-chat,352892160,1802284617,MDEyOkxhYmVsZWRFdmVudDE4MDIyODQ2MTc=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802284617,284612,labeled,NA,2018-08-22T10:24:41Z,good first issue,7057ff,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/52/events,NA
arjunattam,vscode-chat,352855865,1802079273,MDE0Ok1lbnRpb25lZEV2ZW50MTgwMjA3OTI3Mw==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802079273,8553106,mentioned,NA,2018-08-22T08:44:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/51/events,NA
arjunattam,vscode-chat,352855865,1802079274,MDE1OlN1YnNjcmliZWRFdmVudDE4MDIwNzkyNzQ=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802079274,8553106,subscribed,NA,2018-08-22T08:44:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/51/events,NA
arjunattam,vscode-chat,352855865,1802153182,MDEyOkxhYmVsZWRFdmVudDE4MDIxNTMxODI=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802153182,284612,labeled,NA,2018-08-22T09:19:37Z,enhancement,a2eeef,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/51/events,NA
arjunattam,vscode-chat,352855865,1802153297,MDEyOkxhYmVsZWRFdmVudDE4MDIxNTMyOTc=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1802153297,284612,labeled,NA,2018-08-22T09:19:41Z,good first issue,7057ff,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/51/events,NA
arjunattam,vscode-chat,352601507,1800540658,MDE0Ok1lbnRpb25lZEV2ZW50MTgwMDU0MDY1OA==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1800540658,22056201,mentioned,NA,2018-08-21T15:51:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/50/events,NA
arjunattam,vscode-chat,352601507,1800540659,MDE1OlN1YnNjcmliZWRFdmVudDE4MDA1NDA2NTk=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1800540659,22056201,subscribed,NA,2018-08-21T15:51:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/50/events,NA
arjunattam,vscode-chat,352601507,1806842032,MDE0Ok1lbnRpb25lZEV2ZW50MTgwNjg0MjAzMg==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1806842032,2555178,mentioned,NA,2018-08-24T04:22:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/50/events,NA
arjunattam,vscode-chat,352601507,1806842034,MDE1OlN1YnNjcmliZWRFdmVudDE4MDY4NDIwMzQ=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1806842034,2555178,subscribed,NA,2018-08-24T04:22:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/50/events,NA
arjunattam,vscode-chat,352601507,1809030514,MDE1OlJlZmVyZW5jZWRFdmVudDE4MDkwMzA1MTQ=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1809030514,284612,referenced,75758afce17a4f180e753e858304145cd93b092a,2018-08-25T15:24:35Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/50/events,https://api.github.com/repos/arjunattam/vscode-chat/commits/75758afce17a4f180e753e858304145cd93b092a
arjunattam,vscode-chat,352601507,1894692639,MDExOkNsb3NlZEV2ZW50MTg5NDY5MjYzOQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1894692639,284612,closed,NA,2018-10-10T07:20:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/50/events,NA
arjunattam,vscode-chat,352568799,1800319349,MDEyOkxhYmVsZWRFdmVudDE4MDAzMTkzNDk=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1800319349,284612,labeled,NA,2018-08-21T14:30:13Z,good first issue,7057ff,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/49/events,NA
arjunattam,vscode-chat,352568799,1811186406,MDEyOkxhYmVsZWRFdmVudDE4MTExODY0MDY=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1811186406,284612,labeled,NA,2018-08-27T17:47:38Z,feature: unreads,e4e669,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/49/events,NA
arjunattam,vscode-chat,352568799,1823707052,MDE1OlJlZmVyZW5jZWRFdmVudDE4MjM3MDcwNTI=,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1823707052,284612,referenced,cd201e6130dfd7d4a3f8a53af7f847139c774e55,2018-09-03T15:02:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/49/events,https://api.github.com/repos/arjunattam/vscode-chat/commits/cd201e6130dfd7d4a3f8a53af7f847139c774e55
arjunattam,vscode-chat,352568799,1823867021,MDExOkNsb3NlZEV2ZW50MTgyMzg2NzAyMQ==,https://api.github.com/repos/arjunattam/vscode-chat/issues/events/1823867021,284612,closed,cd201e6130dfd7d4a3f8a53af7f847139c774e55,2018-09-03T17:05:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/arjunattam/vscode-chat/issues/49/events,https://api.github.com/repos/arjunattam/vscode-chat/commits/cd201e6130dfd7d4a3f8a53af7f847139c774e55
